RetainedTxp	DuplicateTxp
lcl|NT_037436.4_cds_NP_648628.1_20763	lcl|NT_037436.4_cds_NP_001287056.1_20765
lcl|NT_033778.4_cds_NP_610728.1_13266	lcl|NT_033778.4_cds_NP_001260911.1_13267
lcl|NT_033777.3_cds_NP_650678.1_26869	lcl|NT_033777.3_cds_NP_001287385.1_26870
lcl|NT_033777.3_cds_NP_650145.1_25363	lcl|NT_033777.3_cds_NP_001262495.1_25364
lcl|NT_037436.4_cds_NP_001246619.1_18574	lcl|NT_037436.4_cds_NP_001246620.1_18575
lcl|NC_004354.4_cds_NP_536352.1_1812	lcl|NC_004354.4_cds_NP_001284995.1_1813
lcl|NT_033777.3_cds_NP_732034.2_26234	lcl|NT_033777.3_cds_NP_001287339.1_26235
lcl|NC_004354.4_cds_NP_569977.1_556	lcl|NC_004354.4_cds_NP_001284801.1_557
lcl|NC_004354.4_cds_NP_001188586.1_3312	lcl|NC_004354.4_cds_NP_001285232.1_3313
lcl|NT_033777.3_cds_NP_524227.1_23414	lcl|NT_033777.3_cds_NP_001262260.1_23415
lcl|NT_033778.4_cds_NP_724885.1_12683	lcl|NT_033778.4_cds_NP_724886.1_12684
lcl|NT_033778.4_cds_NP_724885.1_12683	lcl|NT_033778.4_cds_NP_724889.2_12685
lcl|NT_033778.4_cds_NP_724885.1_12683	lcl|NT_033778.4_cds_NP_995792.1_12686
lcl|NT_033778.4_cds_NP_724885.1_12683	lcl|NT_033778.4_cds_NP_001014516.1_12687
lcl|NT_037436.4_cds_NP_001262106.1_22452	lcl|NT_037436.4_cds_NP_996124.1_22453
lcl|NT_033777.3_cds_NP_651429.1_29021	lcl|NT_033777.3_cds_NP_001287533.1_29022
lcl|NT_033777.3_cds_NP_649827.2_24431	lcl|NT_033777.3_cds_NP_731278.1_24432
lcl|NT_033777.3_cds_NP_649827.2_24431	lcl|NT_033777.3_cds_NP_996184.1_24433
lcl|NT_033778.4_cds_NP_610577.3_12814	lcl|NT_033778.4_cds_NP_001246248.2_12815
lcl|NC_004354.4_cds_NP_572375.1_1643	lcl|NC_004354.4_cds_NP_727150.1_1644
lcl|NC_004354.4_cds_NP_572375.1_1643	lcl|NC_004354.4_cds_NP_001162684.1_1645
lcl|NC_004354.4_cds_NP_572375.1_1643	lcl|NC_004354.4_cds_NP_001259301.1_1646
lcl|NT_037436.4_cds_NP_649327.2_22809	lcl|NT_037436.4_cds_NP_001262170.1_22810
lcl|NT_033777.3_cds_NP_001163661.1_27349	lcl|NT_033777.3_cds_NP_001036730.2_27350
lcl|NT_033777.3_cds_NP_001163661.1_27349	lcl|NT_033777.3_cds_NP_001287420.1_27351
lcl|NT_033777.3_cds_NP_733103.1_28911	lcl|NT_033777.3_cds_NP_733104.1_28912
lcl|NT_033777.3_cds_NP_733103.1_28911	lcl|NT_033777.3_cds_NP_996294.2_28913
lcl|NT_033777.3_cds_NP_733103.1_28911	lcl|NT_033777.3_cds_NP_996293.1_28914
lcl|NT_033779.5_cds_NP_608582.2_5787	lcl|NT_033779.5_cds_NP_001259859.1_5788
lcl|NT_033778.4_cds_NP_610718.1_13238	lcl|NT_033778.4_cds_NP_725098.2_13239
lcl|NT_037436.4_cds_NP_524934.2_18652	lcl|NT_037436.4_cds_NP_001189051.1_18653
lcl|NT_037436.4_cds_NP_524934.2_18652	lcl|NT_037436.4_cds_NP_001246628.1_18654
lcl|NT_037436.4_cds_NP_524934.2_18652	lcl|NT_037436.4_cds_NP_001246629.1_18655
lcl|NT_037436.4_cds_NP_524934.2_18652	lcl|NT_037436.4_cds_NP_001014561.1_18656
lcl|NT_037436.4_cds_NP_524934.2_18652	lcl|NT_037436.4_cds_NP_001014562.1_18657
lcl|NT_037436.4_cds_NP_524934.2_18652	lcl|NT_037436.4_cds_NP_001014563.1_18658
lcl|NT_037436.4_cds_NP_524934.2_18652	lcl|NT_037436.4_cds_NP_001014564.1_18659
lcl|NT_033779.5_cds_NP_609531.1_8869	lcl|NT_033779.5_cds_NP_001285856.1_8870
lcl|NC_004354.4_cds_NP_569969.1_534	lcl|NC_004354.4_cds_NP_001259169.1_535
lcl|NT_033778.4_cds_NP_611339.1_15285	lcl|NT_033778.4_cds_NP_001286575.1_15286
lcl|NT_033779.5_cds_NP_523457.1_6056	lcl|NT_033779.5_cds_NP_722795.1_6057
lcl|NT_033779.5_cds_NP_523457.1_6056	lcl|NT_033779.5_cds_NP_722796.1_6058
lcl|NT_033779.5_cds_NP_523457.1_6056	lcl|NT_033779.5_cds_NP_722797.1_6059
lcl|NT_033779.5_cds_NP_523457.1_6056	lcl|NT_033779.5_cds_NP_722798.1_6060
lcl|NT_033779.5_cds_NP_523457.1_6056	lcl|NT_033779.5_cds_NP_722799.1_6061
lcl|NT_033779.5_cds_NP_523457.1_6056	lcl|NT_033779.5_cds_NP_001259925.1_6062
lcl|NT_033779.5_cds_NP_523457.1_6056	lcl|NT_033779.5_cds_NP_001259926.1_6063
lcl|NT_033779.5_cds_NP_523457.1_6056	lcl|NT_033779.5_cds_NP_001259927.1_6064
lcl|NT_037436.4_cds_NP_652671.1_21997	lcl|NT_037436.4_cds_NP_001287107.1_21998
lcl|NT_037436.4_cds_NP_648778.1_21227	lcl|NT_037436.4_cds_NP_001261884.1_21228
lcl|NT_033779.5_cds_NP_722746.2_5948	lcl|NT_033779.5_cds_NP_001014457.1_5949
lcl|NT_033777.3_cds_NP_001097732.1_24803	lcl|NT_033777.3_cds_NP_001303482.1_24804
lcl|NT_033777.3_cds_NP_476761.3_30377	lcl|NT_033777.3_cds_NP_001287625.1_30378
lcl|NT_037436.4_cds_NP_001137970.2_22101	lcl|NT_037436.4_cds_NP_649093.2_22102
lcl|NT_037436.4_cds_NP_001163321.1_17731	lcl|NT_037436.4_cds_NP_001163322.1_17732
lcl|NT_033777.3_cds_NP_651689.1_29744	lcl|NT_033777.3_cds_NP_001263064.1_29745
lcl|NC_004354.4_cds_NP_572159.1_1035	lcl|NC_004354.4_cds_NP_001284857.1_1036
lcl|NC_004354.4_cds_NP_996427.2_3345	lcl|NC_004354.4_cds_NP_996429.2_3347
lcl|NT_033778.4_cds_NP_524878.1_14283	lcl|NT_033778.4_cds_NP_001286451.1_14284
lcl|NC_004354.4_cds_NP_572994.1_3511	lcl|NC_004354.4_cds_NP_727821.2_3512
lcl|NT_033779.5_cds_NP_608965.1_7013	lcl|NT_033779.5_cds_NP_001285642.1_7014
lcl|NT_033777.3_cds_NP_476603.1_27591	lcl|NT_033777.3_cds_NP_996252.1_27592
lcl|NT_033778.4_cds_NP_611141.3_14674	lcl|NT_033778.4_cds_NP_001286495.1_14675
lcl|NC_004354.4_cds_NP_572511.1_2081	lcl|NC_004354.4_cds_NP_001259368.1_2082
lcl|NT_033779.5_cds_NP_610025.1_10579	lcl|NT_033779.5_cds_NP_724247.1_10580
lcl|NC_004354.4_cds_NP_524852.2_1098	lcl|NC_004354.4_cds_NP_726941.1_1099
lcl|NT_033779.5_cds_NP_609394.1_8447	lcl|NT_033779.5_cds_NP_001285803.1_8448
lcl|NT_033777.3_cds_NP_996241.1_27321	lcl|NT_033777.3_cds_NP_650857.3_27322
lcl|NC_004354.4_cds_NP_728307.1_4966	lcl|NC_004354.4_cds_NP_001188675.1_4967
lcl|NT_033778.4_cds_NP_724950.1_12889	lcl|NT_033778.4_cds_NP_724951.1_12890
lcl|NT_033779.5_cds_NP_476869.1_7371	lcl|NT_033779.5_cds_NP_723228.1_7372
lcl|NT_033779.5_cds_NP_476869.1_7371	lcl|NT_033779.5_cds_NP_723229.1_7373
lcl|NT_033779.5_cds_NP_476869.1_7371	lcl|NT_033779.5_cds_NP_001162897.1_7374
lcl|NT_033779.5_cds_NP_476869.1_7371	lcl|NT_033779.5_cds_NP_001162898.1_7375
lcl|NT_033779.5_cds_NP_476869.1_7371	lcl|NT_033779.5_cds_NP_001245917.1_7376
lcl|NT_033779.5_cds_NP_476869.1_7371	lcl|NT_033779.5_cds_NP_001245918.1_7377
lcl|NT_033779.5_cds_NP_476869.1_7371	lcl|NT_033779.5_cds_NP_001245919.1_7378
lcl|NC_004354.4_cds_NP_569959.1_489	lcl|NC_004354.4_cds_NP_726777.1_490
lcl|NC_004354.4_cds_NP_569959.1_489	lcl|NC_004354.4_cds_NP_726778.1_491
lcl|NC_004354.4_cds_NP_569959.1_489	lcl|NC_004354.4_cds_NP_001245483.1_492
lcl|NT_033779.5_cds_NP_723365.1_7780	lcl|NT_033779.5_cds_NP_001188721.1_7781
lcl|NT_033779.5_cds_NP_723365.1_7780	lcl|NT_033779.5_cds_NP_995649.1_7782
lcl|NT_033779.5_cds_NP_001097174.1_10116	lcl|NT_033779.5_cds_NP_001163005.1_10117
lcl|NT_033779.5_cds_NP_609656.1_9232	lcl|NT_033779.5_cds_NP_723818.1_9233
lcl|NT_033777.3_cds_NP_731898.1_25934	lcl|NT_033777.3_cds_NP_001247099.1_25935
lcl|NT_033777.3_cds_NP_731898.1_25934	lcl|NT_033777.3_cds_NP_001287326.1_25936
lcl|NT_033779.5_cds_NP_001163026.1_10751	lcl|NT_033779.5_cds_NP_724303.2_10752
lcl|NT_033779.5_cds_NP_476906.1_8858	lcl|NT_033779.5_cds_NP_001285854.1_8859
lcl|NC_004354.4_cds_NP_727548.1_2759	lcl|NC_004354.4_cds_NP_001285134.1_2760
lcl|NT_037436.4_cds_NP_001097605.1_20992	lcl|NT_037436.4_cds_NP_001261837.1_20993
lcl|NC_004354.4_cds_NP_001259294.1_1622	lcl|NC_004354.4_cds_NP_001284970.1_1623
lcl|NC_004354.4_cds_NP_001259294.1_1622	lcl|NC_004354.4_cds_NP_001284971.1_1624
lcl|NT_037436.4_cds_NP_729565.2_20052	lcl|NT_037436.4_cds_NP_729566.2_20053
lcl|NT_037436.4_cds_NP_729565.2_20052	lcl|NT_037436.4_cds_NP_729567.2_20054
lcl|NC_004354.4_cds_NP_001096931.1_2305	lcl|NC_004354.4_cds_NP_572592.1_2306
lcl|NT_037436.4_cds_NP_788485.1_19636	lcl|NT_037436.4_cds_NP_001261596.1_19637
lcl|NC_004354.4_cds_NP_572707.4_2646	lcl|NC_004354.4_cds_NP_001245621.1_2647
lcl|NT_033778.4_cds_NP_610268.2_11645	lcl|NT_033778.4_cds_NP_001286157.1_11646
lcl|NT_033778.4_cds_NP_611050.1_14353	lcl|NT_033778.4_cds_NP_001286464.1_14354
lcl|NT_037436.4_cds_NP_523916.2_18500	lcl|NT_037436.4_cds_NP_001261404.1_18501
lcl|NT_033779.5_cds_NP_608617.1_5898	lcl|NT_033779.5_cds_NP_001259881.1_5899
lcl|NT_033779.5_cds_NP_001162899.1_7410	lcl|NT_033779.5_cds_NP_001245922.1_7411
lcl|NT_033779.5_cds_NP_001162899.1_7410	lcl|NT_033779.5_cds_NP_001245923.1_7412
lcl|NT_033779.5_cds_NP_001162899.1_7410	lcl|NT_033779.5_cds_NP_001245924.1_7413
lcl|NC_004354.4_cds_NP_573053.2_3666	lcl|NC_004354.4_cds_NP_001285282.1_3667
lcl|NT_037436.4_cds_NP_652068.1_17933	lcl|NT_037436.4_cds_NP_001286912.1_17934
lcl|NT_033779.5_cds_NP_609114.1_7504	lcl|NT_033779.5_cds_NP_001260191.1_7505
lcl|NT_033778.4_cds_NP_610637.1_13006	lcl|NT_033778.4_cds_NP_001260880.1_13007
lcl|NT_033778.4_cds_NP_610637.1_13006	lcl|NT_033778.4_cds_NP_001260881.1_13008
lcl|NC_004354.4_cds_NP_001259524.1_3209	lcl|NC_004354.4_cds_NP_001285213.1_3210
lcl|NC_004354.4_cds_NP_001259524.1_3209	lcl|NC_004354.4_cds_NP_001285214.1_3211
lcl|NC_004354.4_cds_NP_572862.2_3095	lcl|NC_004354.4_cds_NP_001285190.1_3096
lcl|NC_004354.4_cds_NP_572862.2_3095	lcl|NC_004354.4_cds_NP_001285191.1_3097
lcl|NT_033779.5_cds_NP_001163022.1_10633	lcl|NT_033779.5_cds_NP_001260627.1_10634
lcl|NT_037436.4_cds_NP_648808.1_21299	lcl|NT_037436.4_cds_NP_001246778.1_21300
lcl|NT_037436.4_cds_NP_001137944.1_20717	lcl|NT_037436.4_cds_NP_001137945.1_20718
lcl|NT_037436.4_cds_NP_730059.1_21234	lcl|NT_037436.4_cds_NP_001261885.1_21235
lcl|NT_033777.3_cds_NP_001287274.1_25023	lcl|NT_033777.3_cds_NP_001287276.1_25024
lcl|NT_033778.4_cds_NP_611860.1_16842	lcl|NT_033778.4_cds_NP_001286800.1_16843
lcl|NT_037436.4_cds_NP_729406.1_19649	lcl|NT_037436.4_cds_NP_729407.1_19650
lcl|NT_033779.5_cds_NP_476659.1_9023	lcl|NT_033779.5_cds_NP_001285876.1_9024
lcl|NT_037436.4_cds_NP_730223.1_21714	lcl|NT_037436.4_cds_NP_730224.1_21715
lcl|NT_037436.4_cds_NP_730223.1_21714	lcl|NT_037436.4_cds_NP_730225.1_21716
lcl|NT_037436.4_cds_NP_730223.1_21714	lcl|NT_037436.4_cds_NP_788519.1_21717
lcl|NT_033778.4_cds_NP_477383.1_12014	lcl|NT_033778.4_cds_NP_001260797.1_12015
lcl|NT_033778.4_cds_NP_477383.1_12014	lcl|NT_033778.4_cds_NP_001286182.1_12016
lcl|NT_033778.4_cds_NP_611033.2_14280	lcl|NT_033778.4_cds_NP_001286450.1_14281
lcl|NT_033778.4_cds_NP_001163052.1_11232	lcl|NT_033778.4_cds_NP_001163053.1_11233
lcl|NT_033778.4_cds_NP_001163052.1_11232	lcl|NT_033778.4_cds_NP_001163054.1_11234
lcl|NC_004354.4_cds_NP_572253.2_1298	lcl|NC_004354.4_cds_NP_727026.1_1299
lcl|NC_004354.4_cds_NP_572253.2_1298	lcl|NC_004354.4_cds_NP_001259259.1_1300
lcl|NC_004354.4_cds_NP_572253.2_1298	lcl|NC_004354.4_cds_NP_001259260.1_1301
lcl|NC_004354.4_cds_NP_572253.2_1298	lcl|NC_004354.4_cds_NP_001259261.1_1302
lcl|NT_033777.3_cds_NP_001287451.2_27708	lcl|NT_033777.3_cds_NP_001287452.2_27709
lcl|NT_033777.3_cds_NP_001287451.2_27708	lcl|NT_033777.3_cds_NP_001303524.2_27710
lcl|NT_037436.4_cds_NP_647715.2_17972	lcl|NT_037436.4_cds_NP_001163328.1_17973
lcl|NT_037436.4_cds_NP_647715.2_17972	lcl|NT_037436.4_cds_NP_001286913.1_17974
lcl|NT_033777.3_cds_NP_524610.1_30346	lcl|NT_033777.3_cds_NP_733439.2_30347
lcl|NC_004354.4_cds_NP_573122.1_3986	lcl|NC_004354.4_cds_NP_727972.1_3987
lcl|NC_004354.4_cds_NP_573122.1_3986	lcl|NC_004354.4_cds_NP_727973.1_3988
lcl|NC_004354.4_cds_NP_573122.1_3986	lcl|NC_004354.4_cds_NP_001285325.1_3989
lcl|NT_033778.4_cds_NP_001286239.1_12387	lcl|NT_033778.4_cds_NP_001286240.1_12388
lcl|NC_004354.4_cds_NP_001259608.1_3952	lcl|NC_004354.4_cds_NP_001259609.1_3953
lcl|NT_037436.4_cds_NP_651965.1_21072	lcl|NT_037436.4_cds_NP_001261849.1_21073
lcl|NT_033778.4_cds_NP_725228.1_13527	lcl|NT_033778.4_cds_NP_001286362.1_13528
lcl|NT_033779.5_cds_NP_523518.2_8039	lcl|NT_033779.5_cds_NP_001285772.1_8040
lcl|NC_004354.4_cds_NP_001188654.1_4267	lcl|NC_004354.4_cds_NP_001188655.1_4268
lcl|NT_033779.5_cds_NP_608546.1_5700	lcl|NT_033779.5_cds_NP_001259844.1_5701
lcl|NC_004354.4_cds_NP_726724.1_288	lcl|NC_004354.4_cds_NP_001259126.1_289
lcl|NC_004354.4_cds_NP_726724.1_288	lcl|NC_004354.4_cds_NP_726723.2_290
lcl|NC_004354.4_cds_NP_726724.1_288	lcl|NC_004354.4_cds_NP_001284771.1_291
lcl|NT_033779.5_cds_NP_723707.1_8877	lcl|NT_033779.5_cds_NP_001285858.1_8878
lcl|NT_033779.5_cds_NP_477165.1_10257	lcl|NT_033779.5_cds_NP_477166.2_10258
lcl|NT_033777.3_cds_NP_650915.1_27510	lcl|NT_033777.3_cds_NP_001262785.1_27511
lcl|NT_033778.4_cds_NP_610233.1_11491	lcl|NT_033778.4_cds_NP_724496.1_11492
lcl|NT_033778.4_cds_NP_610233.1_11491	lcl|NT_033778.4_cds_NP_724497.1_11493
lcl|NT_033778.4_cds_NP_610233.1_11491	lcl|NT_033778.4_cds_NP_001260734.1_11494
lcl|NC_004354.4_cds_NP_572343.1_1556	lcl|NC_004354.4_cds_NP_001259287.1_1557
lcl|NC_004354.4_cds_NP_727813.1_3484	lcl|NC_004354.4_cds_NP_001285256.1_3485
lcl|NT_033779.5_cds_NP_001259997.1_6362	lcl|NT_033779.5_cds_NP_608772.3_6363
lcl|NT_033779.5_cds_NP_001097079.1_6569	lcl|NT_033779.5_cds_NP_523471.2_6570
lcl|NT_033779.5_cds_NP_001097079.1_6569	lcl|NT_033779.5_cds_NP_722971.1_6571
lcl|NT_033777.3_cds_NP_731385.1_24717	lcl|NT_033777.3_cds_NP_001247006.1_24718
lcl|NT_033779.5_cds_NP_001188814.1_9479	lcl|NT_033779.5_cds_NP_609727.2_9480
lcl|NT_033779.5_cds_NP_476760.1_10417	lcl|NT_033779.5_cds_NP_001260580.1_10418
lcl|NC_004354.4_cds_NP_572717.1_2696	lcl|NC_004354.4_cds_NP_727528.1_2697
lcl|NT_037436.4_cds_NP_730700.2_22909	lcl|NT_037436.4_cds_NP_001262197.1_22910
lcl|NT_033777.3_cds_NP_001262306.1_23853	lcl|NT_033777.3_cds_NP_649638.2_23854
lcl|NT_033777.3_cds_NP_524545.2_29671	lcl|NT_033777.3_cds_NP_001287577.1_29672
lcl|NC_004354.4_cds_NP_572908.2_3244	lcl|NC_004354.4_cds_NP_001285220.1_3245
lcl|NT_033778.4_cds_NP_611534.2_15880	lcl|NT_033778.4_cds_NP_726015.2_15881
lcl|NC_004354.4_cds_NP_525041.1_476	lcl|NC_004354.4_cds_NP_001259148.1_477
lcl|NT_033779.5_cds_NP_609242.2_7938	lcl|NT_033779.5_cds_NP_723403.1_7939
lcl|NT_033779.5_cds_NP_609242.2_7938	lcl|NT_033779.5_cds_NP_001260263.1_7940
lcl|NT_033777.3_cds_NP_001163627.1_26386	lcl|NT_033777.3_cds_NP_001247131.1_26387
lcl|NC_004353.4_cds_NP_726522.1_30471	lcl|NC_004353.4_cds_NP_726524.1_30472
lcl|NC_004353.4_cds_NP_726522.1_30471	lcl|NC_004353.4_cds_NP_524619.3_30473
lcl|NC_004353.4_cds_NP_726522.1_30471	lcl|NC_004353.4_cds_NP_001245406.1_30474
lcl|NT_033777.3_cds_NP_001163622.1_26290	lcl|NT_033777.3_cds_NP_001262613.1_26291
lcl|NT_033777.3_cds_NP_650182.1_25447	lcl|NT_033777.3_cds_NP_001287304.1_25448
lcl|NT_033777.3_cds_NP_001138039.1_25386	lcl|NT_033777.3_cds_NP_731671.1_25387
lcl|NT_033777.3_cds_NP_001138039.1_25386	lcl|NT_033777.3_cds_NP_001287298.1_25388
lcl|NT_033777.3_cds_NP_649621.1_23824	lcl|NT_033777.3_cds_NP_001262303.1_23825
lcl|NT_033777.3_cds_NP_649621.1_23824	lcl|NT_033777.3_cds_NP_731052.2_23826
lcl|NT_033777.3_cds_NP_733319.1_29893	lcl|NT_033777.3_cds_NP_733320.1_29894
lcl|NT_033777.3_cds_NP_733319.1_29893	lcl|NT_033777.3_cds_NP_733321.1_29895
lcl|NT_033777.3_cds_NP_733319.1_29893	lcl|NT_033777.3_cds_NP_733322.1_29896
lcl|NT_033777.3_cds_NP_733319.1_29893	lcl|NT_033777.3_cds_NP_733323.1_29897
lcl|NT_033777.3_cds_NP_733319.1_29893	lcl|NT_033777.3_cds_NP_733324.1_29898
lcl|NT_033777.3_cds_NP_733319.1_29893	lcl|NT_033777.3_cds_NP_001189313.1_29899
lcl|NT_033777.3_cds_NP_733319.1_29893	lcl|NT_033777.3_cds_NP_001189314.1_29900
lcl|NT_033777.3_cds_NP_733319.1_29893	lcl|NT_033777.3_cds_NP_001189315.1_29901
lcl|NC_004354.4_cds_NP_788853.1_236	lcl|NC_004354.4_cds_NP_001303571.1_237
lcl|NC_004353.4_cds_NP_524624.1_30597	lcl|NC_004353.4_cds_NP_001259062.1_30598
lcl|NC_004354.4_cds_NP_573028.1_3619	lcl|NC_004354.4_cds_NP_001285272.1_3620
lcl|NT_033779.5_cds_NP_609360.2_8336	lcl|NT_033779.5_cds_NP_723535.1_8337
lcl|NT_033779.5_cds_NP_608610.1_5874	lcl|NT_033779.5_cds_NP_722718.1_5875
lcl|NT_033779.5_cds_NP_608610.1_5874	lcl|NT_033779.5_cds_NP_722719.1_5876
lcl|NT_033779.5_cds_NP_608610.1_5874	lcl|NT_033779.5_cds_NP_001245839.1_5877
lcl|NT_037436.4_cds_NP_524086.1_21204	lcl|NT_037436.4_cds_NP_001261880.1_21205
lcl|NT_033777.3_cds_NP_732516.2_27399	lcl|NT_033777.3_cds_NP_996242.1_27400
lcl|NT_033778.4_cds_NP_652364.3_15597	lcl|NT_033778.4_cds_NP_001286616.1_15598
lcl|NT_033778.4_cds_NP_610604.3_12931	lcl|NT_033778.4_cds_NP_724965.2_12932
lcl|NT_033778.4_cds_NP_610604.3_12931	lcl|NT_033778.4_cds_NP_995809.1_12933
lcl|NT_037436.4_cds_NP_001246691.1_19780	lcl|NT_037436.4_cds_NP_648290.3_19781
lcl|NT_033779.5_cds_NP_722710.1_5846	lcl|NT_033779.5_cds_NP_722711.1_5847
lcl|NT_033779.5_cds_NP_722710.1_5846	lcl|NT_033779.5_cds_NP_722708.2_5848
lcl|NT_033779.5_cds_NP_001036410.1_11126	lcl|NT_033779.5_cds_NP_001036411.1_11127
lcl|NT_033777.3_cds_NP_652051.1_26940	lcl|NT_033777.3_cds_NP_732322.1_26941
lcl|NT_033777.3_cds_NP_652051.1_26940	lcl|NT_033777.3_cds_NP_001262702.1_26942
lcl|NT_033777.3_cds_NP_652051.1_26940	lcl|NT_033777.3_cds_NP_001262703.1_26943
lcl|NT_037436.4_cds_NP_001097587.1_20427	lcl|NT_037436.4_cds_NP_001097589.2_20428
lcl|NT_033778.4_cds_NP_001286656.1_15871	lcl|NT_033778.4_cds_NP_611530.5_15872
lcl|NT_033779.5_cds_NP_523469.2_6530	lcl|NT_033779.5_cds_NP_001260013.1_6531
lcl|NT_033779.5_cds_NP_609580.1_9032	lcl|NT_033779.5_cds_NP_001162966.2_9033
lcl|NT_037436.4_cds_NP_730691.2_22891	lcl|NT_037436.4_cds_NP_001189157.1_22892
lcl|NT_033777.3_cds_NP_651271.1_28602	lcl|NT_033777.3_cds_NP_733012.1_28603
lcl|NT_033777.3_cds_NP_651271.1_28602	lcl|NT_033777.3_cds_NP_733013.1_28604
lcl|NT_033777.3_cds_NP_651271.1_28602	lcl|NT_033777.3_cds_NP_733014.1_28605
lcl|NT_033777.3_cds_NP_651271.1_28602	lcl|NT_033777.3_cds_NP_001287505.1_28606
lcl|NC_004354.4_cds_NP_726851.3_844	lcl|NC_004354.4_cds_NP_001259203.1_845
lcl|NT_033779.5_cds_NP_652627.2_9866	lcl|NT_033779.5_cds_NP_724013.1_9867
lcl|NT_033779.5_cds_NP_652627.2_9866	lcl|NT_033779.5_cds_NP_001285989.1_9868
lcl|NT_033777.3_cds_NP_651101.1_28094	lcl|NT_033777.3_cds_NP_001287474.1_28095
lcl|NT_033777.3_cds_NP_651359.1_28859	lcl|NT_033777.3_cds_NP_001247301.1_28860
lcl|NT_033777.3_cds_NP_731607.1_25230	lcl|NT_033777.3_cds_NP_731608.1_25231
lcl|NT_033777.3_cds_NP_731607.1_25230	lcl|NT_033777.3_cds_NP_731609.1_25232
lcl|NT_033777.3_cds_NP_731607.1_25230	lcl|NT_033777.3_cds_NP_788638.1_25233
lcl|NT_033779.5_cds_NP_722605.1_5504	lcl|NT_033779.5_cds_NP_995603.2_5505
lcl|NC_004354.4_cds_NP_570048.1_835	lcl|NC_004354.4_cds_NP_001284837.1_836
lcl|NT_033779.5_cds_NP_609435.1_8554	lcl|NT_033779.5_cds_NP_001260359.1_8555
lcl|NT_033779.5_cds_NP_609435.1_8554	lcl|NT_033779.5_cds_NP_001260360.1_8556
lcl|NT_033779.5_cds_NP_609865.1_10077	lcl|NT_033779.5_cds_NP_001286027.1_10078
lcl|NT_033779.5_cds_NP_001260453.1_9352	lcl|NT_033779.5_cds_NP_001285921.1_9353
lcl|NT_033779.5_cds_NP_476602.1_9625	lcl|NT_033779.5_cds_NP_723928.1_9626
lcl|NT_033779.5_cds_NP_476602.1_9625	lcl|NT_033779.5_cds_NP_723929.1_9627
lcl|NT_033779.5_cds_NP_476602.1_9625	lcl|NT_033779.5_cds_NP_723930.1_9628
lcl|NT_033779.5_cds_NP_476602.1_9625	lcl|NT_033779.5_cds_NP_723931.2_9629
lcl|NT_033778.4_cds_NP_725587.1_14651	lcl|NT_033778.4_cds_NP_725588.1_14652
lcl|NT_033778.4_cds_NP_725965.1_15749	lcl|NT_033778.4_cds_NP_001286632.1_15750
lcl|NT_033777.3_cds_NP_733295.1_29790	lcl|NT_033777.3_cds_NP_733296.1_29791
lcl|NT_033777.3_cds_NP_733295.1_29790	lcl|NT_033777.3_cds_NP_733297.1_29792
lcl|NT_033779.5_cds_NP_723974.1_9776	lcl|NT_033779.5_cds_NP_001260502.1_9777
lcl|NT_033779.5_cds_NP_001245920.1_7379	lcl|NT_033779.5_cds_NP_001303311.1_7380
lcl|NC_004354.4_cds_NP_608348.1_4920	lcl|NC_004354.4_cds_NP_001245766.1_4921
lcl|NT_033778.4_cds_NP_611593.1_16091	lcl|NT_033778.4_cds_NP_001286685.1_16092
lcl|NT_037436.4_cds_NP_648456.2_20312	lcl|NT_037436.4_cds_NP_996043.2_20313
lcl|NT_033778.4_cds_NP_611870.3_16867	lcl|NT_033778.4_cds_NP_726398.2_16868
lcl|NT_037436.4_cds_NP_001261715.1_20360	lcl|NT_037436.4_cds_NP_996048.1_20361
lcl|NT_037436.4_cds_NP_729802.1_20605	lcl|NT_037436.4_cds_NP_996067.1_20606
lcl|NT_033778.4_cds_NP_001097362.1_15142	lcl|NT_033778.4_cds_NP_611289.2_15143
lcl|NT_033779.5_cds_NP_608900.3_6801	lcl|NT_033779.5_cds_NP_723051.2_6802
lcl|NT_033779.5_cds_NP_608900.3_6801	lcl|NT_033779.5_cds_NP_723052.2_6803
lcl|NT_033779.5_cds_NP_608900.3_6801	lcl|NT_033779.5_cds_NP_001162882.2_6804
lcl|NT_033779.5_cds_NP_608900.3_6801	lcl|NT_033779.5_cds_NP_001033874.2_6805
lcl|NT_033779.5_cds_NP_609336.3_8287	lcl|NT_033779.5_cds_NP_001285791.1_8288
lcl|NT_033777.3_cds_NP_001287329.1_26011	lcl|NT_033777.3_cds_NP_001034055.1_26012
lcl|NT_033777.3_cds_NP_651740.1_29889	lcl|NT_033777.3_cds_NP_001247362.1_29890
lcl|NT_033777.3_cds_NP_651740.1_29889	lcl|NT_033777.3_cds_NP_001287596.1_29891
lcl|NT_033777.3_cds_NP_651740.1_29889	lcl|NT_033777.3_cds_NP_001287597.1_29892
lcl|NT_033778.4_cds_NP_477203.1_15992	lcl|NT_033778.4_cds_NP_726053.1_15993
lcl|NT_033778.4_cds_NP_477203.1_15992	lcl|NT_033778.4_cds_NP_726054.1_15994
lcl|NT_033779.5_cds_NP_609499.1_8737	lcl|NT_033779.5_cds_NP_001285838.1_8738
lcl|NC_004354.4_cds_NP_523367.2_3969	lcl|NC_004354.4_cds_NP_001285324.1_3970
lcl|NT_033778.4_cds_NP_725341.1_13878	lcl|NT_033778.4_cds_NP_725342.1_13879
